betroffene_anlage,primaerenergieart,entry_type,name_technology,matched_id,id_source,method,confidence,needs_review,matched_name,fueltype,capacity_mw,lat,lon,coord_source,mastr_ids,opsd_ids,eic_ids,reasoning,coord_check,check_km
NIEDERAUSSEM_G,Konventionell,individual,,312,index,llm,high,no,Niederaussem,Lignite,3109.0,50.990677,6.669720000000001,index,"SEE957229968300,SEE921905907730,SEE983252937631,SEE967605837250,SEE901786750397,SEE930228090937","BNA0705,BNA0709,BNA0710,BNA0707,BNA0706,BNA0713,BNA0708,BNA0712,BNA0711","11WD7NIED-B-KW-5,{nan, nan, nan, nan, nan, nan}",Direct name match to Niederaussem lignite plant.,confirmed,18.3
WEISWEILER_E,Konventionell,individual,,258,index,exact,high,no,Weissweiler,Lignite,1961.0,50.837339,6.319244,index,"SEE933685962403,SEE955314088254,SEE904421343152,SEE987007884447","BNA1026,BNA1028,BNA1021,BNA1027,BNA1022,BNA1025","11WD7WEIS-B-KW-C,{nan, nan, nan, nan}",exact name match,confirmed,19.8
NEURATH_B,Konventionell,individual,,272,index,exact,high,no,Neurath,Lignite,4211.0,51.037649,6.612286,index,"SEE993592183001,SEE979012663285,SEE978971638464,SEE976414005279,SEE931736847297,SEE925599434282,SEE907150117643","BNA0697,BNA0696,BNA0699,BNA0700,BNA0698,BNA1401a,BNA1401b","11WD7NEUR-B-KW-B,{nan, nan, nan, nan, nan, nan, nan}",exact name match,confirmed,21.8
IBBENBUEREN_B,Konventionell,individual,,1077,index,llm,high,no,Ibbenburen,Hard Coal,794.0,52.285881,7.750047,index,SEE970816213751,"BNA0493,BNA0492",,Ibbenbüren hard coal plant matches name directly.,confirmed,4.0
EMSLAND_GTC2,Konventionell,individual,,1157,index,llm,high,no,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}",Emsland gas turbine block matches the Emsland natural gas plant.,confirmed,7.4
KMW_KW2_DT,Konventionell,individual,,,,llm,none,yes,,,,,,none,,,,No candidate plausibly matches the abbreviation 'KMW' or block-2 designation.,,
WESTFALEN_E,Konventionell,individual,,698,index,exact,high,no,Westfalen,Hard Coal,763.7,51.682608,7.969927,index,SEE978327902850,"BNA0413c,BNA0413a,BNA0415,BNA0413b,BNA0414",,exact name match,disagree,47.1
WEISWEILERVGT_H3,Konventionell,individual,,1167,index,llm,high,no,Weissweiler,Natural Gas,400.0,50.837339,6.319244,index,"SEE909886576275,SEE999117793854","BNA1023,BNA1024","{nan, nan}",Weisweiler gas turbine (Natural Gas) matches the 'VGT' gas turbine block designation at the Weisweiler site.,confirmed,19.8
UPMSchongau,Konventionell,individual,,3198,index,llm,high,no,Upm Schongau,Natural Gas,83.09800000000001,47.808151,10.902341,index,"SEE939218038409,SEE933094075404,SEE929068766096,SEE912975333499","BNA1248a,BNA1248b","{nan, nan, nan, nan}",Exact name match to UPM Schongau natural gas plant.,confirmed,3.0
BERGKAMEN_A,Konventionell,individual,,274,index,exact,high,no,Bergkamen,Hard Coal,720.0,51.636945,7.619083,index,SEE930673793902,BNA0067,11WD7BERG1S--KWB,exact name match,confirmed,4.0
VIANDEN_11,Sonstiges,foreign,,,,,,no,,,,,,none,,,,,,
VIANDEN_10,Sonstiges,foreign,,,,,,no,,,,,,none,,,,,,
"Heizkraftwerk Stuttgart-Münster GT 16,17,18",Konventionell,individual,,4633,index,llm,medium,no,Stuttgart Munster,Natural Gas,112.0,48.81365,9.21921,index,"SEE966349705634,SEE936388385937",,"{nan, nan}",GT numbering suggests the natural gas unit at Stuttgart Münster site.,confirmed,8.1
WEISWEILER_VGTG3,Konventionell,individual,,1167,index,llm,medium,no,Weissweiler,Natural Gas,400.0,50.837339,6.319244,index,"SEE909886576275,SEE999117793854","BNA1023,BNA1024","{nan, nan}","The 'GT' suffix indicates a gas turbine unit, matching the natural gas Weisweiler entry rather than the lignite one.",confirmed,19.8
WEISWEILER_F,Konventionell,individual,,258,index,exact,high,no,Weissweiler,Lignite,1961.0,50.837339,6.319244,index,"SEE933685962403,SEE955314088254,SEE904421343152,SEE987007884447","BNA1026,BNA1028,BNA1021,BNA1027,BNA1022,BNA1025","11WD7WEIS-B-KW-C,{nan, nan, nan, nan}",exact name match,confirmed,19.8
LAUSWARD_GUDF,Konventionell,individual,,8669,index,llm,medium,yes,Lausward Phase,Hard Coal,450.4,51.220831,6.731547,index,,BNA0221c,"{nan, nan}","Only candidate named Lausward, though fuel type listed as coal rather than the GuD gas unit implied by name. | coord-check: name geocodes 34 km away",disagree,33.6
ReserveKW Heyden,Konventionell,individual,,316,index,llm,high,no,Heyden,Hard Coal,875.0,52.379,8.997,index,SEE937052769589,BNA0793,11WD2HEKW000297X,Direct name match to Heyden hard coal reserve plant.,disagree,167.1
Vianden M5-M9,Sonstiges,foreign,,,,,,no,,,,,,none,,,,,,
HKW_ROEMER_KW,Konventionell,individual,,1145,index,llm,medium,yes,Romerbrucke,Natural Gas,128.95,49.224164,7.015021,index,"SEE979779484642,SEE950895373805,SEE975188536989,SEE993742446246",BNA0861a,"11WD7UCHT5XROSOK,{nan, nan, nan, nan}",HKW Römerbrücke matches the larger main unit rather than the smaller gas-motor variant. | coord-check: name geocodes 155 km away,disagree,154.6
Emden 4 GT (KapRes),Konventionell,individual,,3305,index,llm,medium,no,Gud Emden,Natural Gas,52.0,53.340524,7.210348,index,SEE950589701143,"BNA0245b,BNA0245a",,The GT designation fits the Emden Gas (Gud Emden) unit better than the Dampfturbine unit despite lower capacity.,confirmed,2.9
LAUSWARD_AGUD,Konventionell,individual,,3228,index,llm,high,no,Swd Kwl Gte,Natural Gas,826.4,51.222827,6.731094,index,"SEE957083466325,SEE975361659900,SEE989503748513,SEE972458947407",,"11WD7NORF5G--KWG,{nan, nan, nan, nan}",Swd Kwl Gte natural gas unit at matching Lausward coordinates represents the GuD (Fortuna) block A.,disagree,33.4
HERDECKE_H6,Konventionell,individual,,719,index,llm,high,no,Cuno Herdecke Bhkw,Natural Gas,423.03,51.4036245,7.41565025,index,"SEE907892165506,SEE942982288260,SEE986561991462,SEE995184160995",BNA0442,"11WD7GARE5XHEKWQ,{nan, nan, nan, nan}",Cuno Heizkraftwerk Herdecke matches the Herdecke location and block designation.,confirmed,9.3
NEURATH_A,Konventionell,individual,,272,index,exact,high,no,Neurath,Lignite,4211.0,51.037649,6.612286,index,"SEE993592183001,SEE979012663285,SEE978971638464,SEE976414005279,SEE931736847297,SEE925599434282,SEE907150117643","BNA0697,BNA0696,BNA0699,BNA0700,BNA0698,BNA1401a,BNA1401b","11WD7NEUR-B-KW-B,{nan, nan, nan, nan, nan, nan, nan}",exact name match,confirmed,21.8
SWDU_HKW_3B_GT2,Konventionell,individual,,3228,index,llm,high,no,Swd Kwl Gte,Natural Gas,826.4,51.222827,6.731094,index,"SEE957083466325,SEE975361659900,SEE989503748513,SEE972458947407",,"11WD7NORF5G--KWG,{nan, nan, nan, nan}",SWD (Stadtwerke Duisburg) KWL GTE natural gas plant matches location and turbine designation.,disagree,336.5
Datteln_4,Konventionell,individual,,325,index,exact,high,no,Datteln,Hard Coal,1052.0,51.63313,7.34248,index,SEE913516809497,"BNA0187,BNA0189,BNA0188",11W0-0000-0043-Z,exact name match,confirmed,5.3
ReserveKW Ingolstadt 4,Konventionell,individual,,8622,index,llm,high,no,Ingolstadt,Oil,720.0,48.761882,11.50246,index,"SEE950675787617,SEE983645175053","BNA0378,BNA0379","{nan, nan}",Ingolstadt oil plant matches reserve power plant block 4 designation.,confirmed,6.3
EMSLAND_DTD0,Konventionell,individual,,1157,index,llm,high,no,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}",Direct name match to Emsland natural gas plant.,confirmed,7.4
Reuter West (Standort),Konventionell,individual,,727,index,exact,high,no,Reuter West,Hard Coal,688.0,52.53207166666667,13.241943999999998,index,"SEE989328541450,SEE908048039481,SEE974883809046","BNA0086,BNA0082,BNA0087","11WD2WBWK000317H,11WD8REUW1C----4,{nan, nan, nan}",exact name match,confirmed,5.3
Hohenwarte 2 (Standort),Sonstiges,individual,,96,index,llm,medium,no,Psw Hohenwarte Pss,Hydro,377.4,50.602,11.474,index,"SEE933174373390,SEE992738364885,SEE987143958569,SEE900610669775,SEE918037222657,SEE933745405604,SEE994506958166,SEE961899492454,SEE968091522767,SEE902382668932","BNA0465,BNA0467,BNA0468,BNA0469,BNA0470,BNA0471,BNA0472,BNA0473,BNA0474","11WD8HOH22H----1,{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}",No Hohenwarte 2 entry exists; nearest match is the co-located Hohenwarte pumped-storage site (Hohenwarte 1).,confirmed,25.3
Grosskraftwerk Mannheim Block 6 und 8,Konventionell,individual,,1083,index,llm,high,no,Grosskraftwerk Mannheim,Hard Coal,1983.0,49.446975,8.492516,index,"SEE988477355802,SEE988699847857,SEE909002940690,SEE975507584615","BNA0645,BNA0646b,BNA0646a,BNA0642,BNA0644,BNA0643","11WD4GKM-2CD7--7,{nan, nan, nan, nan}","Name directly matches Grosskraftwerk Mannheim (GKM), a hard coal plant with multiple blocks.",confirmed,7.7
EMSLAND_GTD1,Konventionell,individual,,1157,index,llm,high,no,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}","Direct match to the large Emsland natural gas plant, gas turbine unit 1.",confirmed,5.1
EMSLAND_GTD2,Konventionell,individual,,1157,index,llm,high,no,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}","Direct match to the large Emsland natural gas plant, gas turbine unit 2.",confirmed,5.1
Thyrow A (SysRel),Konventionell,individual,,3248,index,llm,high,no,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,52.230249,13.302107,index,"SEE957496380690,SEE983877705974,SEE992841152355,SEE980421575656,SEE989393516094","BNA0736,BNA0734,BNA0741,BNA0737,BNA0738,BNA0735,BNA0740,BNA0739","{nan, nan, nan, nan, nan}",Gasturbinenkraftwerk Thyrow matches the name and location exactly for unit A.,confirmed,28.3
Thyrow B (SysRel),Konventionell,individual,,3248,index,llm,high,no,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,52.230249,13.302107,index,"SEE957496380690,SEE983877705974,SEE992841152355,SEE980421575656,SEE989393516094","BNA0736,BNA0734,BNA0741,BNA0737,BNA0738,BNA0735,BNA0740,BNA0739","{nan, nan, nan, nan, nan}",Same Thyrow gas turbine plant for unit B.,confirmed,28.3
Thyrow D (SysRel),Konventionell,individual,,3248,index,llm,high,no,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,52.230249,13.302107,index,"SEE957496380690,SEE983877705974,SEE992841152355,SEE980421575656,SEE989393516094","BNA0736,BNA0734,BNA0741,BNA0737,BNA0738,BNA0735,BNA0740,BNA0739","{nan, nan, nan, nan, nan}",Same Thyrow gas turbine plant for unit D.,confirmed,28.3
Thyrow E (SysRel),Konventionell,individual,,3248,index,llm,high,no,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,52.230249,13.302107,index,"SEE957496380690,SEE983877705974,SEE992841152355,SEE980421575656,SEE989393516094","BNA0736,BNA0734,BNA0741,BNA0737,BNA0738,BNA0735,BNA0740,BNA0739","{nan, nan, nan, nan, nan}",Same Thyrow gas turbine plant for unit E.,confirmed,28.3
Thyrow C (SysRel),Konventionell,individual,,3248,index,llm,high,no,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,52.230249,13.302107,index,"SEE957496380690,SEE983877705974,SEE992841152355,SEE980421575656,SEE989393516094","BNA0736,BNA0734,BNA0741,BNA0737,BNA0738,BNA0735,BNA0740,BNA0739","{nan, nan, nan, nan, nan}",Same Thyrow gas turbine plant for unit C.,confirmed,28.3
Kühtai 1 (TIWAG),Sonstiges,foreign,,,,,,no,,,,47.27,10.78,geocode,,,,,,
VIANDEN_3,Sonstiges,foreign,,,,,,no,,,,,,none,,,,,,
KKE_A,Konventionell,individual,,,,llm,none,yes,,,,,,none,,,,"KKE likely refers to the Emsland site; the only Emsland candidate in the list is the gas-fired plant (id=1157), though fuel type doesn't confirm the usual nuclear KKE meaning.",,
Grosskraftwerk Mannheim Block 9,Konventionell,individual,,1083,index,llm,high,no,Grosskraftwerk Mannheim,Hard Coal,1983.0,49.446975,8.492516,index,"SEE988477355802,SEE988699847857,SEE909002940690,SEE975507584615","BNA0645,BNA0646b,BNA0646a,BNA0642,BNA0644,BNA0643","11WD4GKM-2CD7--7,{nan, nan, nan, nan}","Block 9 belongs to the Grosskraftwerk Mannheim (GKM) hard-coal plant, id=1083.",confirmed,7.7
Netzreservekraftwerk Darmstadt/GTKW GT12,Konventionell,individual,,3299,index,llm,high,no,Gtkw Darmstadt,Natural Gas,93.0,49.8856345,8.649099,index,"SEE996136363488,SEE963398776042",BNA1487,"{nan, nan}","GTKW Darmstadt directly matches id=3299, a gas turbine reserve plant in Darmstadt.",confirmed,1.6
Netzreservekraftwerk Darmstadt/GTKW GT11,Konventionell,individual,,3299,index,llm,high,no,Gtkw Darmstadt,Natural Gas,93.0,49.8856345,8.649099,index,"SEE996136363488,SEE963398776042",BNA1487,"{nan, nan}",Same GTKW Darmstadt site (id=3299) for the GT11 unit.,confirmed,1.6
Freimann GT12,Konventionell,individual,,690,index,llm,high,no,Swm Freimann,Natural Gas,105.219,48.189,11.596,index,"SEE945217244789,SEE920560912882","BNA0681,BNA0682","11WD2FREI000095T,{nan, nan}","Freimann GT12 matches the SWM Freimann gas plant (id=690), the only Freimann candidate.",confirmed,3.7
Freimann GT11,Konventionell,individual,,690,index,llm,high,no,Swm Freimann,Natural Gas,105.219,48.189,11.596,index,"SEE945217244789,SEE920560912882","BNA0681,BNA0682","11WD2FREI000095T,{nan, nan}",Same SWM Freimann plant (id=690) for the GT11 unit.,confirmed,3.7
VIANDEN_1,Sonstiges,foreign,,,,,,no,,,,,,none,,,,,,
Netzreservekraftwerk KMW 2 DT,Konventionell,individual,,,,llm,none,yes,,,,,,none,,,,No candidate corresponds to the KMW (Kraftwerk Mainz-Wiesbaden) site among the given options.,,
LUDWHN_A800_GT11,Konventionell,individual,,,,llm,none,yes,,,,49.48,8.45,geocode,,,,No candidate matches the 'LUDWHN' (likely Ludwigshafen) designation.,,
50H-OWP-Wikinger,Erneuerbar,individual,Wind,143020,index,llm,high,no,Wikinger,Wind,366.10000000000014,54.836088842857144,14.067680271428571,index,"SEE904509329924,SEE906109574391,SEE907329897376,SEE907353096202,SEE908275107441,SEE909349841827,SEE910685263433,SEE911706945857,SEE913150697771,SEE913412639112,SEE917053038006,SEE925830151503,SEE929380163399,SEE929625468838,SEE930848100788,SEE931635093115,SEE931790610318,SEE933090778828,SEE934314616605,SEE934394514839,SEE937220787131,SEE939637661066,SEE940122192637,SEE940776870707,SEE943055119375,SEE943478250013,SEE943812879429,SEE944659399446,SEE946363898369,SEE947399477726,SEE949293138260,SEE952305802202,SEE952934462334,SEE959815751341,SEE959924804518,SEE960078708294,SEE962865794787,SEE962959082578,SEE965388364178,SEE966643033211,SEE967495365307,SEE970611496069,SEE970657297811,SEE970719144763,SEE972133277584,SEE973015261660,SEE973429775937,SEE974243885581,SEE979066014569,SEE980539681041,SEE981265682449,SEE981966667943,SEE982370725403,SEE983734901419,SEE984493146868,SEE984498361341,SEE985860373382,SEE987643519000,SEE988464849345,SEE990963220136,SEE991015173868,SEE991641520722,SEE992678690372,SEE993362626721,SEE993861296692,SEE994035765501,SEE994718541545,SEE995089146223,SEE995719121491,SEE999501375611",,,"OWP Wikinger directly matches the offshore wind farm Wikinger, id=143020.",disagree,111.5
50H UW MIO Baltic 1+2,Erneuerbar,substation,Wind,,,,,no,,,,54.0,12.0,geocode,,,,,,
50H UW Bertikow,Erneuerbar,substation,,,,,,no,,,,53.03,13.65,geocode,,,,,,
NEURATH_A_110kV,Konventionell,individual,,272,index,llm,high,no,Neurath,Lignite,4211.0,51.037649,6.612286,index,"SEE993592183001,SEE979012663285,SEE978971638464,SEE976414005279,SEE931736847297,SEE925599434282,SEE907150117643","BNA0697,BNA0696,BNA0699,BNA0700,BNA0698,BNA1401a,BNA1401b","11WD7NEUR-B-KW-B,{nan, nan, nan, nan, nan, nan, nan}","NEURATH matches the large lignite plant Neurath, id=272, despite the voltage suffix.",confirmed,23.4
50H UW Schönewalde,Erneuerbar,substation,,,,,,no,,,,51.87,13.35,geocode,,,,,,
Robert Frank 4 GT (KapRes),Konventionell,individual,,21638,index,llm,high,no,Robert Frank,Natural Gas,58.0,52.54585,9.11363,index,,,,Direct name match to Robert Frank gas plant with matching capacity.,disagree,371.5
50H OWP MIO Baltic 1+2,Erneuerbar,individual,Wind,32078,index,llm,high,no,Baltic,Wind,350.6999999999999,54.904974653465345,13.056202386138612,index,"SEE900674039613,SEE900924483104,SEE904202146064,SEE905025349632,SEE905159407185,SEE907941573597,SEE907944700785,SEE908255683705,SEE910186359178,SEE911149742365,SEE914110442387,SEE918176032896,SEE918547913946,SEE918796761770,SEE919020269239,SEE919087229481,SEE919686179385,SEE919733414483,SEE920507517217,SEE920608663851,SEE922009406280,SEE922650741815,SEE925690458347,SEE925907200721,SEE926480712434,SEE927322705157,SEE927962800113,SEE928025167310,SEE930623307173,SEE930689471047,SEE930888384841,SEE934278234518,SEE934386159987,SEE938506812240,SEE939544407719,SEE940449103583,SEE941324537936,SEE944166387370,SEE944402383067,SEE944918234914,SEE945237694755,SEE945824674429,SEE946575633970,SEE947813172213,SEE949147141446,SEE950049394311,SEE950453714132,SEE952331270600,SEE952614213638,SEE954288609311,SEE955134309003,SEE956396803469,SEE957800907780,SEE959120227265,SEE962060710131,SEE962182508333,SEE962333346746,SEE962359172879,SEE962498737984,SEE965031306227,SEE965870517419,SEE966224671047,SEE966700573957,SEE968291098505,SEE969452881615,SEE970100825608,SEE970135473362,SEE970463963405,SEE970507628789,SEE971642106583,SEE972154640503,SEE972539724538,SEE972852725977,SEE972924417250,SEE973944897206,SEE974597472147,SEE974991940440,SEE975121040627,SEE977112241112,SEE977729981845,SEE979327730610,SEE980662526622,SEE980865419110,SEE985188238677,SEE985243229510,SEE987105580579,SEE990434581919,SEE990582178207,SEE990863138883,SEE992578529895,SEE993126036339,SEE994084245764,SEE994615838397,SEE994620502054,SEE994749457228,SEE994777026625,SEE995408247624,SEE997500786872,SEE997643768254,SEE998929495550,SEE999275677188",,,Baltic wind farm matches '50Hertz OWP Baltic 1+2' naming and location off Rügen.,disagree,55.3
50H UW Wessin,Erneuerbar,substation,,,,,,no,,,,53.57,12.37,geocode,,,,,,
50H UW Putlitz,Erneuerbar,substation,,,,,,no,,,,53.1833,12.3667,geocode,,,,,,
50H UW Wustermark,Erneuerbar,substation,,,,,,no,,,,52.5833,12.95,geocode,,,,,,
50H UW Iven,Erneuerbar,substation,,,,,,no,,,,53.6167,12.6167,geocode,,,,,,
50H OWP Arkona,Erneuerbar,individual,Wind,,,llm,none,yes,,,,54.6667,13.8333,geocode,,,,No candidate named Arkona or matching its coordinates exists in the list.,,
50H UW Altentreptow,Erneuerbar,substation,,,,,,no,,,,53.8667,12.8833,geocode,,,,,,
50H OWP Wikinger,Erneuerbar,individual,Wind,143020,index,llm,high,no,Wikinger,Wind,366.10000000000014,54.836088842857144,14.067680271428571,index,"SEE904509329924,SEE906109574391,SEE907329897376,SEE907353096202,SEE908275107441,SEE909349841827,SEE910685263433,SEE911706945857,SEE913150697771,SEE913412639112,SEE917053038006,SEE925830151503,SEE929380163399,SEE929625468838,SEE930848100788,SEE931635093115,SEE931790610318,SEE933090778828,SEE934314616605,SEE934394514839,SEE937220787131,SEE939637661066,SEE940122192637,SEE940776870707,SEE943055119375,SEE943478250013,SEE943812879429,SEE944659399446,SEE946363898369,SEE947399477726,SEE949293138260,SEE952305802202,SEE952934462334,SEE959815751341,SEE959924804518,SEE960078708294,SEE962865794787,SEE962959082578,SEE965388364178,SEE966643033211,SEE967495365307,SEE970611496069,SEE970657297811,SEE970719144763,SEE972133277584,SEE973015261660,SEE973429775937,SEE974243885581,SEE979066014569,SEE980539681041,SEE981265682449,SEE981966667943,SEE982370725403,SEE983734901419,SEE984493146868,SEE984498361341,SEE985860373382,SEE987643519000,SEE988464849345,SEE990963220136,SEE991015173868,SEE991641520722,SEE992678690372,SEE993362626721,SEE993861296692,SEE994035765501,SEE994718541545,SEE995089146223,SEE995719121491,SEE999501375611",,,Exact name match to Wikinger offshore wind farm operated under 50Hertz area.,disagree,111.5
VIANDEN_4,Sonstiges,foreign,,,,,,no,,,,,,none,,,,,,
WP Jardelund,Erneuerbar,individual,,159438,index,exact,high,no,Wp Jardelund,Wind,36.825,54.85292283333334,9.206747333333334,index,"SEE901841517132,SEE904613352566,SEE916874714540,SEE917162553612,SEE942037912843,SEE945084031000,SEE962467013057,SEE964218533982,SEE967791899629,SEE975946262853,SEE996384581405,SEE996557800579",,,exact name match,confirmed,16.9
